path,organisatie,productie,seizoen,persoon,gezelschap_QID,productie_QID,kunstenpunt_ID
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-14(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-15(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-16(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-17(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-18(foto o,nbekend)pg.jpg",Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-19(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-2(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-20(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-3(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-4(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-5(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-6(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-7(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-8(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Arno Dierichx & Paul Willemsen/Untitled-9(foto onbekend).jpg,Arno Dierichx & Paul Willemsen,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Asbest/94-95/Als Bacchanten/Untitled-1(Foto Cia Jansen).jpg,Asbest,Als Bacchanten,1994-1995,,Q54803495,Q57500987,430095
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Automne/Festival d'Automne/Untitled-1(foto onbekend).jpg,Automne,Festival d'Automne,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Avignon/Festival d'Avignon/Untitled-1(foto onbekend).jpg,Avignon,Festival d'Avignon,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Avignon/Festival d'Avignon/1988/Le tombeau D'Achille/Untitled-1(foto Georeges Méran).jpg,Avignon,Festival d'Avignon,1988,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Avignon/Festival d'Avignon/1988/Six personnage en quête d'auteur/Untitled-1(foto Bernard Gilhodes).jpg,Avignon,Festival d'Avignon,1988,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Baboeska/86-87/Koffers/Untitled-1(foto onbekend).jpg,Baboeska,Koffers,1986-1987,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Baboeska/Ballet Royal de Wallonie/Onbekend seizoen/Untitled-1(foto Graphic Georges).jpg,Ballet Royal de Wallonie,Baboeska,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Baboeska/Ballet Royal de Wallonie/Onbekend seizoen/Untitled-2(foto Graphic Georges).jpg,Ballet Royal de Wallonie,Baboeska,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Baboeska/Ballet Royal de Wallonie/Onbekend seizoen/Untitled-3(foto onbekend).jpg,Ballet Royal de Wallonie,Baboeska,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Baboeska/Ballet Royal de Wallonie/Onbekend seizoen/Untitled-4(foto Graphic Georges).jpg,Ballet Royal de Wallonie,Baboeska,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Baboeska/Ballet Royal de Wallonie/Onbekend seizoen/Untitled-5(foto Graphic Georges).jpg,Ballet Royal de Wallonie,Baboeska,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Baboeska/Ballet Royal de Wallonie/Onbekend seizoen/Untitled-6(foto onbekend).jpg,Ballet Royal de Wallonie,Baboeska,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Ballet Karmen Lazumbe/Untitled-1(foto onbekend).jpg,Ballet Karmen Lazumbe,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Barrik Barrak/98-99/Daneelke/Untitled-1(foto onbekend).jpg,Barrik Barrak,Daneelke,1998-1999,,,Q57507538,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belcanto Guido/Untitled-1(foto Bellaert).jpg,Belcanto Guido,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belcanto Guido/Untitled-2(foto onbekend).jpg,Belcanto Guido,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-1(foto onbekend.jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-10(foto onbekend).jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-2(foto onbekend).jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-3(foto onbekend).jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-4(foto onbekend).jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-5(foto onbekend).jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-6(foto onbekend).jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-7(foto onbekend).jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-8(foto onbekend).jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgisch Combo/Untitled-9(foto onbekend).jpg,Belgisch Combo,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgische Improvisatie Liga/Untitled-1(foto onbekend).jpg,Belgische Improvisatie Liga,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgische Improvisatie Liga/Untitled-2(foto onbekend).jpg,Belgische Improvisatie Liga,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/Belgische Improvisatie Liga/Untitled-3(foto onbekend).jpg,Belgische Improvisatie Liga,,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/2000-2001/galileo/Untitled-1(Foto Phile Deprez).jpg,Blauw vier,galileo,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/2000-2001/galileo/Untitled-2(Foto Phile Deprez).jpg,Blauw vier,galileo,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/2000-2001/galileo/Untitled-3(Foto Phile Deprez).jpg,Blauw vier,galileo,2000-2001,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/92-93/Een dame in de kast/Untitled-1(Foto Marc Maillard).jpg,Blauw vier,Een dame in de kast,1992-1993,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/92-93/Een dame in de kast/Untitled-2(Foto Carine Demeter).jpg,Blauw vier,Een dame in de kast,1992-1993,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/94-95/In de bomen/Untitled 1(Foto Phile Deprez).jpg,Blauw vier,In de bomen,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/94-95/In de bomen/Untitled-2(Foto Phile Deprez) .jpg,Blauw vier,In de bomen,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/94-95/In de bomen/Untitled-3(Foto File Deprez).jpg,Blauw vier,In de bomen,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/94-95/In de bomen/Untitled-4(foto Phile Deprez).jpg,Blauw vier,In de bomen,1994-1995,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/94-95/Leonce en Lena/Untitled-1(Foto Phile Deprez).jpg,Blauw vier,Leonce en Lena,1994-1995,,Q54805102,Q57644879,439924
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/94-95/Leonce en Lena/Untitled-2 (Foto Phile Deprez).jpg,Blauw vier,Leonce en Lena,1994-1995,,Q54805102,Q57644879,439924
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Andere stemmen, andere kamers/Untitled-1( Jan Simoen).jpg",Blauw vier,"Andere stemmen, andere kamers",1995-1996,,,,
"/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Andere stemmen, andere kamers/Untitled-2( Jan Simoen).jpg",Blauw vier,"Andere stemmen, andere kamers",1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Pinokkio-een vertelling/Untitled-1( Foto Phile Deprez).jpg,Blauw vier,Pinokkio-een vertelling,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Pinokkio-een vertelling/Untitled-2( Foto Phile Deprez).jpg,Blauw vier,Pinokkio-een vertelling,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Pinokkio-een vertelling/Untitled-3(Foto Phile Deprez).jpg,Blauw vier,Pinokkio-een vertelling,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Pinokkio-een vertelling/Untitled-4( Foto Phile Deprez).jpg,Blauw vier,Pinokkio-een vertelling,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Pinokkio-een vertelling/Untitled-5(Foto Deprez).jpg,Blauw vier,Pinokkio-een vertelling,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Pinokkio-een vertelling/Untitled-6( Foto Phile Deprez).jpg,Blauw vier,Pinokkio-een vertelling,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Pinokkio-een vertelling/Untitled-7(Foto Phile Deprez).jpg,Blauw vier,Pinokkio-een vertelling,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Zot geweld/Untitled-1( foto Phile Deprez).jpg,Blauw vier,Zot geweld,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Zot geweld/Untitled-2( foto Phile Deprez).jpg,Blauw vier,Zot geweld,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Zot geweld/Untitled-3( foto Phile Deprez).jpg,Blauw vier,Zot geweld,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Zot geweld/Untitled-3( Ontwerp Paul Verrept).jpg,Blauw vier,Zot geweld,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/95-96/Zot geweld/Untitled-4( ontwerp Paul Verrept).jpg,Blauw vier,Zot geweld,1995-1996,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/A lady in the cupboard/Untitled-1(Foto Phile Deprez)jpg.jpg,Blauw vier,A lady in the cupboard,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Cyrano/Untitled-1( Foto Phile Deprez).jpg,Blauw vier,Cyrano,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Cyrano/Untitled-2(Foto Phile Deprez).jpg,Blauw vier,Cyrano,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Cyrano/Untitled-3(Foto Phile Deprez).jpg,Blauw vier,Cyrano,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Libernade/Untitled-1(Foto Phile Deprez).jpg,Blauw vier,Libernade,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Libernade/Untitled-2(Foto Phile Deprez).jpg,Blauw vier,Libernade,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Libernade/Untitled-3(Foto Phile Deprez).jpg,Blauw vier,Libernade,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Libernade/Untitled-4(Foto Phile Deprez).jpg,Blauw vier,Libernade,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Libernade/Untitled-5( Foto Deprez).jpg,Blauw vier,Libernade,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Napolejong/Untitled-1(Foto Phile Deprez).jpg,Blauw vier,Napolejong,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Napolejong/Untitled-2( Foto Phile Deprez)jpg.jpg,Blauw vier,Napolejong,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/96-97/Napolejong/Untitled-6(Foto Phile Deprez).jpg,Blauw vier,Napolejong,1996-1997,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/97-98/Camille Claudel/Untitled-1( Foto Phile Deprez).jpg,Blauw vier,Camille Claudel,1997-1998,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/97-98/cantecleir/Untitled-1( Foto Phile Deprez).jpg,Blauw vier,cantecleir,1997-1998,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/97-98/cantecleir/Untitled-2( Foto Phile Deprez).jpg,Blauw vier,cantecleir,1997-1998,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/97-98/Peep & Eat/Untitled-1 ( Foto Phile Deprez)jpg.jpg,Blauw vier,Peep & Eat,1997-1998,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/97-98/Peep & Eat/Untitled-2( Foto Phile Deprez).jpg,Blauw vier,Peep & Eat,1997-1998,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/97-98/Peep & Eat/Untitled-3( Foto Phile Deprez).jpg,Blauw vier,Peep & Eat,1997-1998,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Billy the kid/Untitled-1(Foto Phile Deprez).jpg,Blauw vier,Billy the kid,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Cyrano/Untitled-1(Foto Phile Deprez).jpg,Blauw vier,Cyrano,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Cyrano/Untitled-2( Foto Phile Deprez).jpg,Blauw vier,Cyrano,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Cyrano/Untitled-3( Photo Phile Deprez).jpg,Blauw vier,Cyrano,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Cyrano/Untitled-4(Photo Phile Deprez).jpg,Blauw vier,Cyrano,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Strijken in A/Untitled-1(Foto Phile Deprez).jpg,Blauw vier,Strijken in A,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Strijken in A/Untitled-2(Foto Phile Deprez).jpg,Blauw vier,Strijken in A,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Strijken in A/Untitled-3(Foto Phile Deprez).jpg,Blauw vier,Strijken in A,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Trioloog/Untitled-1( Foto Phile Deprez).jpg,Blauw vier,Trioloog,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/98-99/Trioloog/Untitled-2(Foto Phile Deprez).jpg,Blauw vier,Trioloog,1998-1999,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/99-2000/Coupe Royale/Untitled-1(Foto Phile Deprez).jpg,Blauw vier,Coupe Royale,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/99-2000/Coupe Royale/Untitled-2(Foto Phile Deprez).jpg,Blauw vier,Coupe Royale,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/Blauw vier/99-2000/De Karamazous/Untitled-1(Foto Phile Deprez).jpg,Blauw vier,De Karamazous,1999-2000,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/De vrije Madam/Untitled-1(foto onbekend).jpg,BENT,De vrije Madam,,,,,
/Volumes/Backup Plus/KUNSTENPUNT FOTOCOLLECTIE/TEMP BACKUP ZUENA FOTO SCANS VTI 20191125/digitalisering/BENT/De vrije Madam/Untitled-2(foto onbekend).jpg,BENT,De vrije Madam,,,,,
