,podiumkunstengezelschap,production,production_wiki_id,productietitel,theaterseizoen,searchterm,wikidata_search,wikidata_id,kunstenpunt_id,cast_member,performer,contributor
193,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Willy Vandermeulen,,
194,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Bernard Verheyden,,
195,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Kristin Arras,,
196,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Denise Zimmerman,,
197,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Bert Cosemans,,
198,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Chris Cauwenbergs,,
199,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Hilde Heijnen,,
200,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,Lanzarote los Molinos,1996-1997,Lanzarote los Molinos (1996-1997),Lanzarote Los Molinos (1996-1997),Q57509487,430717.0,Herbert Flack,,
201,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Herman Fabri,,
202,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Peter Marechal,,
203,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Martin Gyselinck,,
204,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Hubert Damen,,
205,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Chris Cauwenbergs,,
206,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Geert De Smet,,
207,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,De meid en het lief,1996-1997,De meid en het lief (1996-1997),De Meid en het Lief (1996-1997),Q57504823,430721.0,Herbert Flack,,
208,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Herman Fabri,,
209,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Guusje van Tilborgh,,
210,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Marc De Corte,,
211,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Camilia Blereau,,
212,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Martin Gyselinck,,
213,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Leo Madder,,
214,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Pieter van der Sman,,
215,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,Torch song trilogy,1996-1997,Torch song trilogy (1996-1997),Torch Song Trilogy (1996-1997),Q57503484,430720.0,Hans Royaards,Jean-Philippe Komac,
216,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Door Van Boeckel,Eddy Aelbrecht,
217,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Peggy De Landtsheer,Peter Verbraken,
218,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Denise Zimmerman,,
219,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Aron Wade,,
220,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,Roberto Zucco,1996-1997,Roberto Zucco (1996-1997),Roberto Zucco (1996-1997),Q57502174,430719.0,Geert Hunaerts,,
221,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Herman Fabri,,
222,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Camilia Blereau,,
223,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Martin Gyselinck,,
224,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Bernard Verheyden,,
225,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Kristin Arras,,
226,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Pieter van der Sman,,
227,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Geert De Smet,,
228,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Kadèr Gürbüz,,
229,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,An Miller,,
230,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,De Trojaanse vrouwen,1996-1997,De Trojaanse vrouwen (1996-1997),De Trojaanse vrouwen (1996-1997),Q57501081,430716.0,Erna Palsterman,Mark De Smet,
231,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Guusje van Tilborgh,,
232,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Ilse Uitterlinden,,
233,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Hans Van Cauwenberghe,,
234,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Cynthia Brave,,
235,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Inez Carsauw,,
236,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Martin Gyselinck,,
237,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Hilde Uitterlinden,,
238,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Kristin Arras,,
239,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Marilou Mermans,,
240,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Denise Zimmerman,,
241,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Petra Hanskens,,
242,Koninklijke Nederlandse schouwburg,Koninklijke Nederlandse Schouwburg i.o.n.,Q54805128,,,,,,,Mieke Laureys,,
243,CC Jan Tervaert,,,Het Walvisoor,2000-2001,Het Walvisoor (2000-2001),Het Walvisoor (2000-2001),,,,,
244,Jeux Interdits,Jeux Interdits Anc. Etabl.,Q54805102,In de Put,1995-1996,In de Put (1995-1996),In de put (1995-1996),Q57513772,430294.0,Marc Lauwrys,,
245,Jeux Interdits,Jeux Interdits Anc. Etabl.,Q54805102,,,,,,,Lorenza Goos,,
246,Jeux Interdits,Jeux Interdits Anc. Etabl.,Q54805102,,,,,,,Ellen Dierckx,,
247,Jeux Interdits,Jeux Interdits Anc. Etabl.,Q54805102,,,,,,,Lieve Cornelis,,
248,Jeux Interdits,Jeux Interdits Anc. Etabl.,Q54805102,Leonce en Lena,1994-1995,Leonce en Lena (1994-1995),Leonce en Lena (1994-1995),Q57644879,439924.0,Peggy Schepens,,
249,Jeux Interdits,Jeux Interdits Anc. Etabl.,Q54805102,,,,,,,Wim Van Den Driessche,,
250,Koninklijk conservatorium Brussel,Royal Conservatory of Brussels,Q336968,Hot Couture,1995-1996,Hot Couture (1995-1996),Hot Couture (1995-1996),Q57698629,430993.0,,,
251,Koninklijk conservatorium Brussel,Royal Conservatory of Brussels,Q336968,Hets onuitgesproken,1995-1996,Hets onuitgesproken (1995-1996),Hets onuitgesproken (1995-1996),,,,,
252,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,Koning Lear,1993-1994,Koning Lear (1993-1994),Koning Lear (1993-1994),Q57645033,429514.0,Kurt de Winne,Luk Caeyers,
253,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Wilfried Eetezonne,,
254,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Peter Moens,,
255,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Mathijs Van Alstein,,
256,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Clinton Talboom,,
257,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Hans van Dijck,,
258,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Herbert Flack,,
259,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Marc Janssen,,
260,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Walter Rits,,
261,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Peggy De Landtsheer,,
262,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Hans Van Cauwenberghe,,
263,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Tom De Hoog,,
264,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Pieter Genard,,
265,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Eric Kerremans,,
266,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,An Nelissen,,
267,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Hans De Munter,,
268,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Martin Gyselinck,,
269,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Frank Aendenboom,,
270,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Roger Van Kerpel,,
271,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Peter Strynckx,,
272,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Denise Zimmerman,,
273,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,,,,,,,Chris Cauwenbergs,,
274,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,Goya,1991-1992,Goya (1991-1992),Goya (1991-1992),,,,,
275,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,In het uur van de Lynx,1991-1992,In het uur van de Lynx (1991-1992),In het uur van de Lynx (1991-1992),,,,,
276,KNS-Raamtheater,Ensemble KNS - Raamteater,Q54803840,De wilde eend,1991-1992,De wilde eend (1991-1992),De wilde eend (1991-1992),,,,,
277,Action  Malaise,Theater aan Zee (TarTarT),Q54803486,Vive l'Afrique,2001-2002,Vive l'Afrique (2001-2002),Vive l'Afrique (2001-2002),Q57506822,436820.0,Sara Vertongen,,
278,Action  Malaise,Netwerk Aalst,Q2620512,,,,,,,Joris Van den Brande,,
279,Action  Malaise,Action Malaise,Q54804829,,,,,,,,,
280,De Werf,De Werf. Brugge,Q56025780,"Zwaluw, zwaluw,kleine zwaluw",1995-1996,"Zwaluw, zwaluw,kleine zwaluw (1995-1996)","Zwaluw, Zwaluw, kleine Zwaluw (1995-1996)",Q57501891,430508.0,An De Donder,Luc Mishalle,Michel Van Dousselaere
281,De Werf,De Werf. Brugge,Q56025780,Rabelais,1995-1996,Rabelais (1995-1996),Rabelais (1995-1996),Q57507395,430357.0,Herwig De Weerdt,Frans Grapperhaus,Pascal Lervant
282,De Werf,Next / Herwig De Weerdt,Q54804159,,,,,,,,Rudi Genbrugge,Peter De Graef
283,De Werf,De Werf. Brugge,Q56025780,,,,,,,,Michel Berckmans,
284,De Werf,De Werf. Brugge,Q56025780,Vliegers,1998-1999,Vliegers (1998-1999),Vliegers (1998-1999),,,,,
285,De Werf,De Werf. Brugge,Q56025780,Jules de Schorpion en de genade,1998-1999,Jules de Schorpion en de genade (1998-1999),Jules de Schorpion en de genade (1998-1999),,,,,
286,De Werf,De Werf. Brugge,Q56025780,"Eins, zwei, Drei, was ist ein Ei",1998-1999,"Eins, zwei, Drei, was ist ein Ei (1998-1999)","Eins, Zwei, Drei, was ist ein Ei? (1998-1999)",Q57501916,434522.0,Maarten Claeyssens,,
287,De Werf,De Werf. Brugge,Q56025780,,,,,,,Liesbet Adriaensen,,
288,De Werf,De Werf. Brugge,Q56025780,,,,,,,Jorre Vandenbussche,,
289,De Werf,Royal Flemish Theatre,Q1950513,Mevrouw Troussotzky,1998-1999,Mevrouw Troussotzky (1998-1999),Mevrouw Troussotzky (1998-1999),Q57513583,434198.0,Fania Sorel,,Saartje Van Pottelberghe
290,De Werf,De Werf. Brugge,Q56025780,,,,,,,Tania Poppe,,
291,De Werf,De Werf. Brugge,Q56025780,Trol,2000-2001,Trol (2000-2001),Trol (2000-2001),,,,,
292,De Werf,De Werf. Brugge,Q56025780,Valsch Haar,2000-2001,Valsch Haar (2000-2001),Valsch Haar (2000-2001),Q57507206,435286.0,Herwig De Weerdt,,Pascal Lervant
293,De Werf,De Werf. Brugge,Q56025780,The tafel van twee,2000-2001,The tafel van twee (2000-2001),De tafels van twee (2000-2001),Q57502438,435852.0,Greet Samyn,,
294,De Werf,De Zeepcompagnie,Q54804200,,,,,,,Filip Vandemeulebroecke,,
295,De Werf,De Werf. Brugge,Q56025780,Tik,2002-2003,Tik (2002-2003),Tik (2002-2003),,,,,
296,De Werf,De Werf. Brugge,Q56025780,Het Moment,2002-2003,Het Moment (2002-2003),Het moment (2002-2003),Q57504398,437577.0,Bauke Lievens,,Fabrice Commeyne
297,De Werf,Brugge 2002,Q54804006,,,,,,,Fien Trybou,,Geert Vandewalle
298,De Werf,De Werf. Brugge,Q56025780,,,,,,,Fauve Lybaert,,Bardia Mohammad
299,De Werf,De Werf. Brugge,Q56025780,,,,,,,Jelle Haerinck,,Randoald Sabbe
300,De Werf,De Werf. Brugge,Q56025780,,,,,,,Angelo Tijssens,,Pascal Lervant
301,De Werf,De Werf. Brugge,Q56025780,,,,,,,Kasper Vandenberghe,,
302,De Werf,De Werf. Brugge,Q56025780,,,,,,,Fien Van Der Haegen,,
303,De Werf,De Werf. Brugge,Q56025780,Alles is meer dan genoeg,2002-2003,Alles is meer dan genoeg (2002-2003),Alles is meer dan genoeg (2002-2003),,,,,
304,De Werf,De Werf. Brugge,Q56025780,Hat moment,2001-2002,Hat moment (2001-2002),Hat moment (2001-2002),,,,,
305,De Werf,De Werf. Brugge,Q56025780,Kavijaks,2001-2002,Kavijaks (2001-2002),Kavijaks (2001-2002),,,,,
306,De Werf,De Werf. Brugge,Q56025780,Contrarie,1994-1995,Contrarie (1994-1995),Contrarie (1994-1995),Q57506896,430010.0,Nathalie Dervaux,,
307,De Werf,De Werf. Brugge,Q56025780,,,,,,,Fabrice Delecluse,,
308,De Werf,De Werf. Brugge,Q56025780,,,,,,,Pascale Petralia,,
309,De Werf,De Werf. Brugge,Q56025780,,,,,,,Griet Vanryckegem,,
310,De Werf,De Werf. Brugge,Q56025780,,,,,,,Nicoline Dossche,,
311,De Werf,De Werf. Brugge,Q56025780,,,,,,,Pepijn Lievens,,
312,De Werf,De Werf. Brugge,Q56025780,,,,,,,Tom Schiffeleers,,
313,De Werf,De Werf. Brugge,Q56025780,,,,,,,Jorre Vandenbussche,,
314,De Werf,De Werf. Brugge,Q56025780,,,,,,,Geert Verbanck,,
315,De Werf,De Werf. Brugge,Q56025780,,,,,,,David Compernolle,,
316,De Werf,De Werf. Brugge,Q56025780,De dag dat de hemel neerstortte,1994-1995,De dag dat de hemel neerstortte (1994-1995),De dag dat de hemel neerstortte (1994-1995),,,,,
317,De Werf,De Werf. Brugge,Q56025780,Trol,1999-2000,Trol (1999-2000),Trol (1999-2000),Q57514010,434872.0,Karin Bosmans,,Pascal Lervant
318,De Werf,De Werf. Brugge,Q56025780,,,,,,,Veerle Malschaert,,Koen Demeyere
319,De Werf,De Werf. Brugge,Q56025780,,,,,,,Benjamin Sercu,,
320,De Werf,De Werf. Brugge,Q56025780,,,,,,,Nancy Brendonck,,
321,De Werf,De Werf. Brugge,Q56025780,L'ombre d'un voyage,1990-1991,L'ombre d'un voyage (1990-1991),L'ombre d'un voyage (1990-1991),,,,,
322,De Werf,De Werf. Brugge,Q56025780,By accident,1990-1991,By accident (1990-1991),By accident (1990-1991),,,,,
323,De Werf,De Werf. Brugge,Q56025780,Jules en de schorpioen en de genade (vooraankondiging),1997-1998,Jules en de schorpioen en de genade (vooraankondiging) (1997-1998),Jules en de schorpioen en de genade (vooraankondiging) (1997-1998),,,,,
324,De Werf,De Werf. Brugge,Q56025780,Rroma,1997-1998,Rroma (1997-1998),Rroma (1997-1998),,,,,
325,De Werf,De Werf. Brugge,Q56025780,Zwijg kleine,1996-1997,Zwijg kleine (1996-1997),Zwijg kleine (1996-1997),Q57510146,430842.0,Marijke Pinoy,,
326,De Werf,De Werf. Brugge,Q56025780,,,,,,,Jan Steen,,
327,De Werf,De Werf. Brugge,Q56025780,,,,,,,Karin Tanghe,,
328,De Werf,De Werf. Brugge,Q56025780,,,,,,,Karel Deruwe,,
329,De Werf,De Werf. Brugge,Q56025780,,,,,,,Kurt Defrancq,,
330,De Werf,De Werf. Brugge,Q56025780,,,,,,,Griet Debacker,,
331,De Werf,De Werf. Brugge,Q56025780,,,,,,,Peter Bulckaen,,
332,De Werf,De Werf. Brugge,Q56025780,,,,,,,Martine Werbrouck,,
333,De Werf,De Werf. Brugge,Q56025780,Jajaja-naar macbeth,1996-1997,Jajaja-naar macbeth (1996-1997),JaJaJa - naar Macbeth (1996-1997),Q57501088,430813.0,Arne De Kesel,,Jorre Vandenbussche
334,De Werf,De Werf. Brugge,Q56025780,,,,,,,Liesa Naert,,Sam Louwyck
335,De Werf,De Werf. Brugge,Q56025780,,,,,,,Lara Taveirne,,Wim Haghenbeek
336,De Werf,De Werf. Brugge,Q56025780,,,,,,,Edward Vandevivere,,
337,De Werf,De Werf. Brugge,Q56025780,,,,,,,Lotte Neirynck,,
338,De Werf,De Werf. Brugge,Q56025780,,,,,,,Olivier Vermast,,
339,XL Productions,,,XL,2001-2002,XL (2001-2002),XL (2001-2002),,,,,
340,De Vlaamse Opera,Vlaamse Opera,Q2500784,La Fanciulla del West,1995-1996,La Fanciulla del West (1995-1996),La Fanciulla del West (1995-1996),Q57500902,430346.0,,,
341,De Vlaamse Opera,Vlaamse Opera,Q2500784,Tosca,1995-1996,Tosca (1995-1996),Tosca (1995-1996),,,,,
342,De Vlaamse Opera,Vlaamse Opera,Q2500784,Manon Lescaut,1990-1991,Manon Lescaut (1990-1991),Manon Lescaut (1990-1991),,,,,
343,De Vlaamse Opera,Vlaamse Opera,Q2500784,Parsifal,1990-1991,Parsifal (1990-1991),Parsifal (1990-1991),,,,,
344,De Vlaamse Opera,Vlaamse Opera,Q2500784,La Bohème,1993-1994,La Bohème (1993-1994),La bohème (1993-1994),Q57509652,429437.0,,,Peter King
345,De Vlaamse Opera,Vlaamse Opera,Q2500784,Turandot,1992-1993,Turandot (1992-1993),Turandot (1992-1993),,,,,
346,De Vlaamse Opera,Vlaamse Opera,Q2500784,Armide,1992-1993,Armide (1992-1993),Armide (1992-1993),,,,,
347,De Vlaamse Opera,Vlaamse Opera,Q2500784,Tosca,1991-1992,Tosca (1991-1992),Tosca (1991-1992),,,,,
348,De Vlaamse Opera,Vlaamse Opera,Q2500784,King Priam,1991-1992,King Priam (1991-1992),King Priam (1991-1992),,,,,
349,De Vlaamse Opera,Vlaamse Opera,Q2500784,Simon Boccanegra,1989-1990,Simon Boccanegra (1989-1990),Simon Boccanegra (1989-1990),,,,,
350,De Vlaamse Opera,Vlaamse Opera,Q2500784,Jevgeny Onegin,1989-1990,Jevgeny Onegin (1989-1990),Jevgeny Onegin (1989-1990),,,,,
351,De Vlaamse Opera,Vlaamse Opera,Q2500784,Billy Budd,1994-1995,Billy Budd (1994-1995),Billy Budd (1994-1995),,,,,
352,De Vlaamse Opera,Vlaamse Opera,Q2500784,Madame Butterfly,1994-1995,Madame Butterfly (1994-1995),Madame butterfly (1994-1995),Q57504708,429783.0,,Julian Hartman,
353,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Martine De Winter,
354,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Maarten Heirman,
355,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Chris De Moor,
356,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Anne Collins,
357,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Ruth Peel,
358,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Frederic Kalt,
359,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Jorma Hynninen,
360,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Wing-Fei Leong,
361,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Eric Raes,
362,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,An Favoreel,
363,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Sebastiaen Baillieux,
364,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,David Thomaere,
365,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Piet Bruninx,
366,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Yvonne Van Bree,
367,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Piet Vansichen,
368,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Cheryl Barker,
369,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,Rien Verstraete,
370,De Vlaamse Opera,Vlaamse Opera,Q2500784,Don Giovanni,1994-1995,Don Giovanni (1994-1995),Don Giovanni (1994-1995),,,,,
371,De Vlaamse Opera,Vlaamse Opera,Q2500784,Der Prinz Von Homburg,1994-1995,Der Prinz Von Homburg (1994-1995),Der Prinz Von Homburg (1994-1995),,,,,
372,De Vlaamse Opera,Leipzig Opera House,Q267248,Tristan und Isolde,1997-1998,Tristan und Isolde (1997-1998),Tristan und Isolde (1997-1998),Q57506748,431324.0,,,Michael Röger
373,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,,
374,De Vlaamse Opera,Vlaamse Opera,Q2500784,La Clemenza di tito,1997-1998,La Clemenza di tito (1997-1998),La Clemenza di tito (1997-1998),,,,,
375,De Vlaamse Opera,Opéra de Monte-Carlo,Q1577048,Cendrillon,1997-1998,Cendrillon (1997-1998),Cendrillon (1997-1998),Q57512936,431325.0,,,Willem De Coster
376,De Vlaamse Opera,Welsh National Opera,Q577000,,,,,,,,,
377,De Vlaamse Opera,Théâtre Du Capitole,Q54862284,,,,,,,,,
378,De Vlaamse Opera,Teatro Regio,Q183202,,,,,,,,,
379,De Vlaamse Opera,Vlaamse Opera,Q2500784,,,,,,,,,
380,De Vlaamse Opera,Vlaamse Opera,Q2500784,Rigolleto,1997-1998,Rigolleto (1997-1998),Rigolleto (1997-1998),,,,,
381,De Vlaamse Opera,Vlaamse Opera,Q2500784,Wij maken een opera,1997-1998,Wij maken een opera (1997-1998),Wij maken een opera! (1997-1998),Q57504210,431251.0,,,
382,De Vlaamse Opera,Vlaamse Opera,Q2500784,Semele,1997-1998,Semele (1997-1998),Semele (1997-1998),,,,,
383,De Corte Ria,,,Het Geheim van mijn heer zet,1992-1993,Het Geheim van mijn heer zet (1992-1993),Het Geheim van mijn heer zet (1992-1993),,,,,
384,De Corte Ria,,,La mer a soif,1992-1993,La mer a soif (1992-1993),La mer a soif (1992-1993),,,,,
385,De Corte Ria,,,De Pruik van Thanatos,1989-1990,De Pruik van Thanatos (1989-1990),De Pruik van Thanatos (1989-1990),,,,,
386,De Munt,,,Macbeth,1986-1987,Macbeth (1986-1987),Macbeth (1986-1987),,,,,
387,De Munt,,,Falstaff,1986-1987,Falstaff (1986-1987),Falstaff (1986-1987),,,,,
388,De Munt,,,Der Rosen Kavaliere,1986-1987,Der Rosen Kavaliere (1986-1987),Der Rosen Kavaliere (1986-1987),,,,,
389,De Munt,,,Verklrärte nacht,1995-1996,Verklrärte nacht (1995-1996),Verklrärte nacht (1995-1996),,,,,
390,De Munt,,,Erwartung,1995-1996,Erwartung (1995-1996),Erwartung (1995-1996),,,,,
391,De Munt,La Monnaie,Q551479,Der Kaiser von Atlantis,1995-1996,Der Kaiser von Atlantis (1995-1996),Der Kaiser von Atlantis (1995-1996),Q57513298,430204.0,,,Alain Prévot
392,De Munt,,,Giulio Cesare in Egitto,1987-1988,Giulio Cesare in Egitto (1987-1988),Giulio Cesare in Egitto (1987-1988),,,,,
393,De Munt,,,Simon Boccanegra,1990-1991,Simon Boccanegra (1990-1991),Simon Boccanegra (1990-1991),,,,,
394,De Munt,,,L'Incoronazione di poppea,1990-1991,L'Incoronazione di poppea (1990-1991),L'Incoronazione di poppea (1990-1991),,,,,
